CONTENT,CLASS,content_lowercase,content_lowercase_rn,content_tokenization,content_stopword,content_steem,content_clean
pleas subscribe on me for ps4 games video <br /><i>______________________________</i><br />if you have som tips so contact me on kik or skype<br /><i>______________________________</i><br />Kik: pander26<br />Skype: sander.nicolaysen2<br /><i>______________________</i><br />pleas subscribe on me and Kashoo Gaming﻿,1,pleas subscribe on me for ps4 games video <br /><i>______________________________</i><br />if you have som tips so contact me on kik or skype<br /><i>______________________________</i><br />kik: pander26<br />skype: sander.nicolaysen2<br /><i>______________________</i><br />pleas subscribe on me and kashoo gaming﻿,pleas subscribe on me for ps4 games video if you have som tips so contact me on kik or skype kik pander26 skype sander nicolaysen2 pleas subscribe on me and kashoo gaming,"['pleas', 'subscribe', 'on', 'me', 'for', 'ps4', 'games', 'video', 'if', 'you', 'have', 'som', 'tips', 'so', 'contact', 'me', 'on', 'kik', 'or', 'skype', 'kik', 'pander26', 'skype', 'sander', 'nicolaysen2', 'pleas', 'subscribe', 'on', 'me', 'and', 'kashoo', 'gaming']","['pleas', 'subscribe', 'ps4', 'games', 'video', 'som', 'tips', 'contact', 'kik', 'skype', 'kik', 'pander26', 'skype', 'sander', 'nicolaysen2', 'pleas', 'subscribe', 'kashoo', 'gaming']","['plea', 'subscrib', 'ps4', 'game', 'video', 'som', 'tip', 'contact', 'kik', 'skype', 'kik', 'pander26', 'skype', 'sander', 'nicolaysen2', 'plea', 'subscrib', 'kashoo', 'game']","['plea', 'subscrib', 'ps4', 'game', 'video', 'som', 'tip', 'contact', 'kik', 'skype', 'kik', 'pander26', 'skype', 'sander', 'nicolaysen2', 'plea', 'subscrib', 'kashoo', 'game']"
Check out this playlist on YouTube:﻿,1,check out this playlist on youtube:﻿,check out this playlist on youtube,"['check', 'out', 'this', 'playlist', 'on', 'youtube']","['check', 'playlist', 'youtube']","['check', 'playlist', 'youtub']","['check', 'playlist', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this playlist on YouTube:👿👳👳👳👳👳﻿,1,check out this playlist on youtube:👿👳👳👳👳👳﻿,check out this playlist on youtube,"['check', 'out', 'this', 'playlist', 'on', 'youtube']","['check', 'playlist', 'youtube']","['check', 'playlist', 'youtub']","['check', 'playlist', 'youtub']"
Check out this video on YouTube:الإعلانات<br /><br /><br /><br /><br /><br />لل﻿,1,check out this video on youtube:الإعلانات<br /><br /><br /><br /><br /><br />لل﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />NOW THAT I HAVE YOUR ATTENTION!!! 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨SUBSCRIBE TO MY CHANNEL!!!<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />GRACIAS!💋<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨﻿,1,🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />now that i have your attention!!! 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨subscribe to my channel!!!<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />gracias!💋<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨﻿,now that i have your attention subscribe to my channel gracias,"['now', 'that', 'i', 'have', 'your', 'attention', 'subscribe', 'to', 'my', 'channel', 'gracias']","['attention', 'subscribe', 'channel', 'gracias']","['attent', 'subscrib', 'channel', 'gracia']","['attent', 'subscrib', 'channel', 'gracia']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿",1,"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿",URL,['URL'],['URL'],['url'],['url']
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this playlist on YouTube:a﻿,1,check out this playlist on youtube:a﻿,check out this playlist on youtube a,"['check', 'out', 'this', 'playlist', 'on', 'youtube', 'a']","['check', 'playlist', 'youtube']","['check', 'playlist', 'youtub']","['check', 'playlist', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this playlist on YouTube:hbbhhhgh﻿,1,check out this playlist on youtube:hbbhhhgh﻿,check out this playlist on youtube hbbhhhgh,"['check', 'out', 'this', 'playlist', 'on', 'youtube', 'hbbhhhgh']","['check', 'playlist', 'youtube', 'hbbhhhgh']","['check', 'playlist', 'youtub', 'hbbhhhgh']","['check', 'playlist', 'youtub', 'hbbhhhgh']"
Check out this playlist on YouTube:﻿,1,check out this playlist on youtube:﻿,check out this playlist on youtube,"['check', 'out', 'this', 'playlist', 'on', 'youtube']","['check', 'playlist', 'youtube']","['check', 'playlist', 'youtub']","['check', 'playlist', 'youtub']"
LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿,1,like and subscrib if you watch in 2015 ;)﻿,like and subscrib if you watch in NUM,"['like', 'and', 'subscrib', 'if', 'you', 'watch', 'in', 'NUM']","['like', 'subscrib', 'watch', 'NUM']","['like', 'subscrib', 'watch', 'num']","['like', 'subscrib', 'watch', 'num']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:hjalp﻿,1,check out this video on youtube:hjalp﻿,check out this video on youtube hjalp,"['check', 'out', 'this', 'video', 'on', 'youtube', 'hjalp']","['check', 'video', 'youtube', 'hjalp']","['check', 'video', 'youtub', 'hjalp']","['check', 'video', 'youtub', 'hjalp']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:Qq﻿,1,check out this video on youtube:qq﻿,check out this video on youtube qq,"['check', 'out', 'this', 'video', 'on', 'youtube', 'qq']","['check', 'video', 'youtube', 'qq']","['check', 'video', 'youtub', 'qq']","['check', 'video', 'youtub', 'qq']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
"<a href=""http://www.gofundme.com/Helpmypitbull"">http://www.gofundme.com/Helpmypitbull</a> Can you please donate to help my pitbull PLEASE!!! I just need 50 dollars to take it to the vet!!!﻿",1,"<a href=""http://www.gofundme.com/helpmypitbull"">http://www.gofundme.com/helpmypitbull</a> can you please donate to help my pitbull please!!! i just need 50 dollars to take it to the vet!!!﻿",URL can you please donate to help my pitbull please i just need NUM dollars to take it to the vet,"['URL', 'can', 'you', 'please', 'donate', 'to', 'help', 'my', 'pitbull', 'please', 'i', 'just', 'need', 'NUM', 'dollars', 'to', 'take', 'it', 'to', 'the', 'vet']","['URL', 'please', 'donate', 'help', 'pitbull', 'please', 'need', 'NUM', 'dollars', 'take', 'vet']","['url', 'pleas', 'donat', 'help', 'pitbul', 'pleas', 'need', 'num', 'dollar', 'take', 'vet']","['url', 'pleas', 'donat', 'help', 'pitbul', 'pleas', 'need', 'num', 'dollar', 'take', 'vet']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Dear friends please subscribe to my channel I will be very glad to see You virucide ;-)﻿,1,dear friends please subscribe to my channel i will be very glad to see you virucide ;-)﻿,dear friends please subscribe to my channel i will be very glad to see you virucide,"['dear', 'friends', 'please', 'subscribe', 'to', 'my', 'channel', 'i', 'will', 'be', 'very', 'glad', 'to', 'see', 'you', 'virucide']","['dear', 'friends', 'please', 'subscribe', 'channel', 'glad', 'see', 'virucide']","['dear', 'friend', 'pleas', 'subscrib', 'channel', 'glad', 'see', 'virucid']","['dear', 'friend', 'pleas', 'subscrib', 'channel', 'glad', 'see', 'virucid']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Subscribe to my channel <br />Tweet &amp; Follow me on twitter //therealterrell_ <br />And I will follow you back 👀﻿,1,subscribe to my channel <br />tweet &amp; follow me on twitter //therealterrell_ <br />and i will follow you back 👀﻿,subscribe to my channel tweet follow me on twitter therealterrell and i will follow you back,"['subscribe', 'to', 'my', 'channel', 'tweet', 'follow', 'me', 'on', 'twitter', 'therealterrell', 'and', 'i', 'will', 'follow', 'you', 'back']","['subscribe', 'channel', 'tweet', 'follow', 'twitter', 'therealterrell', 'follow', 'back']","['subscrib', 'channel', 'tweet', 'follow', 'twitter', 'therealterrel', 'follow', 'back']","['subscrib', 'channel', 'tweet', 'follow', 'twitter', 'therealterrel', 'follow', 'back']"
want a sub? tell me about your channel and i will subscribe (with a couple exceptions)﻿,1,want a sub? tell me about your channel and i will subscribe (with a couple exceptions)﻿,want a sub tell me about your channel and i will subscribe with a couple exceptions,"['want', 'a', 'sub', 'tell', 'me', 'about', 'your', 'channel', 'and', 'i', 'will', 'subscribe', 'with', 'a', 'couple', 'exceptions']","['want', 'sub', 'tell', 'channel', 'subscribe', 'couple', 'exceptions']","['want', 'sub', 'tell', 'channel', 'subscrib', 'coupl', 'except']","['want', 'sub', 'tell', 'channel', 'subscrib', 'coupl', 'except']"
Check out this playlist on YouTube:﻿,1,check out this playlist on youtube:﻿,check out this playlist on youtube,"['check', 'out', 'this', 'playlist', 'on', 'youtube']","['check', 'playlist', 'youtube']","['check', 'playlist', 'youtub']","['check', 'playlist', 'youtub']"
Subscribe I&#39;ll subscribe back﻿,1,subscribe i&#39;ll subscribe back﻿,subscribe i ll subscribe back,"['subscribe', 'i', 'll', 'subscribe', 'back']","['subscribe', 'subscribe', 'back']","['subscrib', 'subscrib', 'back']","['subscrib', 'subscrib', 'back']"
Check out this playlist on YouTube:﻿,1,check out this playlist on youtube:﻿,check out this playlist on youtube,"['check', 'out', 'this', 'playlist', 'on', 'youtube']","['check', 'playlist', 'youtube']","['check', 'playlist', 'youtub']","['check', 'playlist', 'youtub']"
Check out this playlist on YouTube:pl﻿,1,check out this playlist on youtube:pl﻿,check out this playlist on youtube l,"['check', 'out', 'this', 'playlist', 'on', 'youtube', 'l']","['check', 'playlist', 'youtube', 'l']","['check', 'playlist', 'youtub', 'l']","['check', 'playlist', 'youtub', 'l']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:lo﻿,1,check out this video on youtube:lo﻿,check out this video on youtube lo,"['check', 'out', 'this', 'video', 'on', 'youtube', 'lo']","['check', 'video', 'youtube', 'lo']","['check', 'video', 'youtub', 'lo']","['check', 'video', 'youtub', 'lo']"
Check out this video on YouTube﻿,1,check out this video on youtube﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube: I ﻿,1,check out this video on youtube: i ﻿,check out this video on youtube i,"['check', 'out', 'this', 'video', 'on', 'youtube', 'i']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']","['check', 'video', 'youtub']"
subscribe to my channel yo - DJ Feelz﻿,1,subscribe to my channel yo - dj feelz﻿,subscribe to my channel yo dj feelz,"['subscribe', 'to', 'my', 'channel', 'yo', 'dj', 'feelz']","['subscribe', 'channel', 'yo', 'dj', 'feelz']","['subscrib', 'channel', 'yo', 'dj', 'feelz']","['subscrib', 'channel', 'yo', 'dj', 'feelz']"
